Field=#~Integer~#~50|Field=Comment~String~Comment~222|Field=Description~String~Description~163|Field=Designator~String~Designator~121|Field=Footprint~String~Footprint~23|Field=Manufacturer~String~Manufacturer~39|Field=Package / Case~String~Package / Case~20|Field=Packaging~String~Packaging~20|Field=PartNumber~String~PartNumber~20|Field=Quantity~Integer~Quantity~20|Field=Description 1~String~Description 1~29|Field=DocumentName~String~DocumentName~100|Field=PackageDescription~String~PackageDescription~100|Field=ComponentLink1URL~String~ComponentLink1URL~100|Field=ComponentLink2URL~String~ComponentLink2URL~100|Field=ComponentLink4Description~String~ComponentLink4Description~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~LM-003.PrjPcb|ReportField=ProjectFullPath~C:\Users\zls\Desktop\Land_Meter_PCB\LM-003\LM-003.PrjPcb|ReportField=Title~Bill of Materials For Project [LM-003.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~177|ReportField=ReportTime~10:09:20 AM|ReportField=ReportDate~7/7/2017|ReportField=ReportDateTime~7/7/2017 10:09:20 AM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~7/7/2017|ReportField=CurrentTime~10:08:36 AM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\zls\Desktop\Land_Meter_PCB\LM-003\ADC.SchDoc|ReportField=DocumentName~ADC.SchDoc|ReportField=DocumentNumber~LM-003|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~7/7/2017|ReportField=Organization~|ReportField=ProjectName~LM-003.PrjPcb|ReportField=Revision~3.0|ReportField=Rule~|ReportField=SheetNumber~3|ReportField=SheetTotal~11|ReportField=Time~|ReportField=Title~ADC|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~LM-003.PrjPcb|ReportField=DataSourceFullPath~C:\Users\zls\Desktop\Land_Meter_PCB\LM-003\LM-003.PrjPcb|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
67|RES SMD 4.99K OHM 1% 1/8W 0805|RES SMD 4.99K OHM 1% 1/8W 0805|R62|RESC0805(2012)_L|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||Power Monitor.SchDoc||http://www.vishay.com/docs/20008/dcrcw.pdf||
68|RES SMD 3K OHM 1% 1/2W 0805|RES SMD 3K OHM 1% 1/2W 0805|R63|RESC0805(2012)_L|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||Power Monitor.SchDoc||http://www.vishay.com/docs/20043/crcwhpe3.pdf||
69|RES SMD 383 OHM 1% 1/8W 0805|RES SMD 383 OHM 1% 1/8W 0805|R66|RESC0805(2012)_M|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||RS232.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
70|RES SMD 100 OHM 1% 1/8W 0805|RES SMD 100 OHM 1% 1/8W 0805|R68|RESC0805(2012)_L|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||RS232.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
71|RES SMD 100 OHM 1% 1/8W 0805|RES SMD 100 OHM 1% 1/8W 0805|R69|RESC0805(2012)_N|Vishay Dale|0805 (2012 Metric)|Digi-Reel®||1||RS232.SchDoc||http://www.vishay.com/docs/20035/dcrcwe3.pdf||
72|APF30312|PF Relays, 12 V Coil Voltage, 170 mW Nominal Operating Power, -40 to 85 degC, 5-Pin PF, Tube, Case, RoHS|RL1|PNSC-PF-5-2800x500x1500_V|Panasonic|||APF30312|1||Power.SchDoc|5-Pin Through Hole Terminal Package, Body 28 x 5 mm|http://www3.panasonic.biz/ac/ae/index.jsp|http://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_pf.pdf?f_cd=300412|
73|5011|Test Point, Black, Through Hole, RoHS, Bulk|TP1, TP2, TP3, TP4|KSTN-5011_V|Keystone||Bulk||4||FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, FeedbackLoop.SchDoc, Power.SchDoc|1-Pin Through Hole Device, Dia 3.17 mm|http://www.keyelco.com/|http://www.keyelco.com/product-pdf.cfm?p=1320|https://datasheet.ciiva.com/2917/5011-2917635.pdf
74|LT3461|IC REG BOOST ADJ 0.3A TSOT23-6|U1|LT-S6-6-TSOT-23_N||SOT-23-6 Thin, TSOT-23-6|Cut Tape (CT)||1|IC REG BOOST ADJ 0.3A TSOT23-6|Power.SchDoc||http://www.linear.com/docs/3469||
75|BD90GA3WEFJ-E2|IC REG LDO 9V 0.3A 8HTSOP-J|U2|TSOP127P600X100-8N|Rohm Semiconductor|8-SOIC (0.154", 3.90mm Width) Exposed Pad|Cut Tape (CT)||1||Power.SchDoc||http://rohmfs.rohm.com/en/products/databook/datasheet/ic/power/linear_regulator/bdxxga3wefj-e.pdf||
76|PXB15-24WD05/N|IC CONV DC-DC 15W DUAL 5V PCB|U3|PXB15-24WD05/N||6-DIP Module|Tube||1|IC CONV DC-DC 15W DUAL 5V PCB|Power.SchDoc||http://us.tdk-lambda.com/ftp/AppNotes/pxb15w-d_appnote.pdf||
77|LT1763CS8-5#PBF|500 mA, Low Noise, LDO Micropower Regulator, 1.8 to 20 V Vin, 5 V Vout, 8-pin SOIC (S8-8), -40 to 125 degC, Pb-Free|U4|LT-S8-8_M|Linear Technology|||LT1763CS8-5#PBF|1||Power.SchDoc|8-Pin Plastic Small Outline (Narrow .150 Inch), Body 4.9 x 3.9 mm, Pitch 1.27 mm|http://www.linear.com/|http://cds.linear.com/docs/en/datasheet/1763fg.pdf|
78|NCS2003XV53T2G|Low Voltage, Rail-to-Rail Output Operational Amplifier, 1.7 to 5.5 V, -40 to 85 degC, 5-Pin SOT-553, Pb-Free, Tape and Reel|U5|ONSC-SOT-553-5-463B_V|On Semiconductor|||NCS2003XV53T2G|1||Power.SchDoc|5-Pin Small Outline Transistor, Body 1.6 x 1.2 mm, Pitch 0.5 mm|http://www.onsemi.com/|http://www.onsemi.cn/pub_link/Collateral/NCS2003-D.PDF|
79|CCG302412S|DC/DC CONVERTER 12V 2.5A PCB|U6|CCG30||6-DIP Module (6 Leads)|Tube||1|DC/DC CONVERTER 12V 2.5A PCB|Power.SchDoc||http://www.us.tdk-lambda.com/ftp/specs/ccg30.pdf||
80|OPA188AIDR|Precision, Low Noise, Rail-to-Rail Output, Zero-Drift Operational Amplifier, 4 to 36 V, -40 to 125 degC, 8-pin SOIC (D8), Green (RoHS & no Sb/Br)|U7, U8|D0008A_M|Texas Instruments|||OPA188AIDR|2||FeedbackLoop.SchDoc|8-Pin Plastic Small Outline, Body 4.9 x 3.9 mm, Pitch 1.27 mm|http://www.ti.com/|http://www.ti.com/lit/ds/symlink/opa188.pdf|
81|AD584KNZ|Pin Programmable, Precision Voltage Reference, + 2.5 / + 5 / + 7.5 / + 10 Prog V Output, 4.5 to 30 V Supply, Commercial, 8-pin DIP (N-8), Tube|U9, U12|ADI-N-8|Analog Devices|||AD584KNZ|2||FeedbackLoop.SchDoc|8-Pin Plastic Dual In-Line Package, Row spacing 7.62 mm, Pitch 2.54 mm|http://www.analog.com/en/index.html|http://www.analog.com/static/imported-files/data_sheets/AD584.pdf|URL Link1
82|MAX333CWP+|IC SWITCH QUAD SPDT 20TSSOP|U10|TSOP65P640X90-20N|Maxim||Rail/Tube||1||FeedbackLoop.SchDoc||https://datasheet.ciiva.com/2978/max333a-2978850.pdf|https://datasheet.ciiva.com/30478/0900766b81253c85-30478260.pdf|https://datasheet.ciiva.com/26825/max333aeup-26825546.pdf
83|OPA2188AIDR|0.03 uV/degC, 6 uV Vos, Low Noise, Rail-to-Rail Output, Zero-Drift Operational Amplifier, 4 to 36 V, -40 to 105 degC, 8-pin SOIC (D8), Green (RoHS & no Sb/Br)|U11|D0008A_L|Texas Instruments|8-SOIC (0.154", 3.90mm Width)|Digi-Reel®||1||FeedbackLoop.SchDoc||http://www.ti.com/lit/ds/symlink/opa2188.pdf||
84|OPA4188AIDR|0.03 uV/C, Low Noise, Rail-to-Rail Output, Zero-Drift Operational Amplifier, 4 to 36 V, -40 to 125 degC, 14-pin SOIC (D14), Green (RoHS & no Sb/Br)|U13, U14|D0014A_L|Texas Instruments|||OPA4188AIDR|2||ADC.SchDoc|14-Pin Plastic Small Outline, Body 8.65 x 3.9 mm, Pitch 1.27 mm|http://www.ti.com/|http://www.ti.com/lit/ds/symlink/opa4188.pdf|
85|MAX1300AEUG|IC ADC 16BIT SRL 115KSPS 24TSSOP|U15|TSOP65P640X90-24N||24-TSSOP (0.173", 4.40mm Width)|Tube||1|IC ADC 16BIT SRL 115KSPS 24TSSOP|ADC.SchDoc||http://datasheets.maximintegrated.com/en/ds/MAX1300-MAX1301.pdf||
86|BBB|Beaglebone Black|U16|Beaglebone Black|Molex, LLC||Bulk||1||BBB Headers.SchDoc||http://www.molex.com/pdm_docs/sd/010897041_sd.pdf||
87|OPA4188AID|0.03 uV/C, Low Noise, Rail-to-Rail Output, Zero-Drift Operational Amplifier, 4 to 36 V, -40 to 125 degC, 14-pin SOIC (D14), Green (RoHS & no Sb/Br)|U17|D0014A_M|Texas Instruments|||OPA4188AID|1||Power Monitor.SchDoc|14-Pin Plastic Small Outline, Body 8.65 x 3.9 mm, Pitch 1.27 mm|http://www.ti.com/|http://www.ti.com/lit/ds/symlink/opa4188.pdf|
88|OPA2188AID|0.03 uV/degC, 6 uV Vos, Low Noise, Rail-to-Rail Output, Zero-Drift Operational Amplifier, 4 to 36 V, -40 to 105 degC, 8-pin SOIC (D8), Green (RoHS & no Sb/Br)|U18|D0008A_N|Texas Instruments|||OPA2188AID|1||Power Monitor.SchDoc|8-Pin Plastic Small Outline, Body 4.9 x 3.9 mm, Pitch 1.27 mm|http://www.ti.com/|http://www.ti.com/lit/ds/symlink/opa2188.pdf|
89|DS3231MZ/V+|+/-5ppm, I2C Real-Time Clock with Internal MEMs Resonator, 8-Pin SO, -40 to 85 degC, Automotive Qualified, Pb-Free|U19|S8MK+1_N|||||1||Real Time Clock.SchDoc|8-Pin Small-Outline IC, Narrow (0.15in), 1.27 mm Pitch, SOIC (N), Pb-Free|http://www.maxim-ic.com|http://datasheets.maxim-ic.com/en/ds/DS3231M.pdf|
90|OPA188AIDBVR|Precision, Low Noise, Rail-to-Rail Output, Zero-Drift Operational Amplifier, 4 to 36 V, -40 to 125 degC, 5-pin SOT23 (DBV5), Green (RoHS & no Sb/Br)|U20|DBV0005A_M|Texas Instruments|||OPA188AIDBVR|1||Power Monitor.SchDoc|5-Pin Plastic Small Outline, Body 1.6 x 2.9 mm, Pitch 0.95 mm|http://www.ti.com/|http://www.ti.com/lit/ds/symlink/opa188.pdf|
